precinct_id,srprec,county,city,classification_score,classification_category,competitive_score,competitive_category,dem_rep_margin,total_voters,prop_33_no_pct,dem_turnout_pct,rep_turnout_pct,classification_7cat,dem_advantage
23990,0092091,Ventura,Thousand Oaks,60,Mainstream,87,Highly Competitive,5.25,680,69.09,45.03,39.78,Competitive/Swing,5.25
24457,0039009,Ventura,Moorpark,61,Mainstream,49,Competitive,2.25,550,64.93,43.41,41.16,Competitive/Swing,2.25
23680,0006912,Ventura,Camarillo,61,Mainstream,53,Competitive,4.6,654,64.82,41.14,45.73,Competitive/Swing,-4.6
24551,0092116,Ventura,Thousand Oaks,61,Mainstream,75,Highly Competitive,6.95,673,67.14,37.42,44.37,Competitive/Swing,-6.95
23993,0092096,Ventura,Thousand Oaks,61,Mainstream,47,Competitive,9.59,533,70.61,45.93,36.34,Competitive/Swing,9.59
23659,0006916,Ventura,Camarillo,61,Mainstream,35,Competitive,13.27,188,67.05,37.76,51.02,Competitive/Swing,-13.27
24000,0092090,Ventura,Thousand Oaks,62,Mainstream,59,Competitive,9.0,615,64.3,45.0,36.0,Competitive/Swing,9.0
23648,0084074,Ventura,Simi Valley,62,Mainstream,63,Competitive,8.81,579,66.85,37.99,46.81,Competitive/Swing,-8.81
23792,0084067,Ventura,Simi Valley,62,Mainstream,67,Highly Competitive,6.49,697,65.52,37.4,43.9,Competitive/Swing,-6.49
20658,9001367B,Los Angeles,Los Angeles,62,Mainstream,19,Not Competitive,34.12,3917,83.04,58.33,24.21,Competitive/Swing,34.12
24543,0092112,Ventura,Thousand Oaks,62,Mainstream,74,Highly Competitive,1.94,441,68.5,43.69,41.75,Competitive/Swing,1.94
24740,0007026,Ventura,Camarillo,62,Mainstream,71,Highly Competitive,7.64,357,69.79,38.22,45.86,Competitive/Swing,-7.64
23439,0084113,Ventura,Simi Valley,63,Mainstream,89,Highly Competitive,2.68,478,63.08,43.75,41.07,Moderate Rep-Leaning,2.68
24474,0039019,Ventura,Moorpark,63,Mainstream,85,Highly Competitive,10.66,616,70.17,36.05,46.71,Moderate Rep-Leaning,-10.66
20876,9001408A,Los Angeles,Los Angeles,63,Mainstream,52,Competitive,23.84,1944,77.69,51.07,27.23,Moderate Rep-Leaning,23.84
23905,0092062,Ventura,Thousand Oaks,63,Mainstream,83,Highly Competitive,1.58,840,66.33,39.47,41.05,Moderate Rep-Leaning,-1.58
23841,0092006,Ventura,Thousand Oaks,63,Mainstream,54,Competitive,2.4,398,67.84,43.27,40.87,Moderate Rep-Leaning,2.4
20541,0070005A,Los Angeles,Unincorporated,64,Mainstream,91,Highly Competitive,7.26,1111,74.11,44.72,37.46,Moderate Rep-Leaning,7.26
23921,0092033,Ventura,Thousand Oaks,64,Mainstream,78,Highly Competitive,6.72,487,69.85,37.94,44.66,Moderate Rep-Leaning,-6.72
23974,0039037,Ventura,Moorpark,64,Mainstream,97,Highly Competitive,2.0,710,69.22,38.29,40.29,Moderate Rep-Leaning,-2.0
23870,0092057,Ventura,Thousand Oaks,64,Mainstream,70,Highly Competitive,5.82,597,69.01,39.34,45.15,Moderate Rep-Leaning,-5.82
24018,0092088,Ventura,Thousand Oaks,64,Mainstream,94,Highly Competitive,2.49,935,69.02,42.53,40.04,Moderate Rep-Leaning,2.49
23964,0092045,Ventura,Thousand Oaks,64,Mainstream,73,Highly Competitive,1.16,576,69.16,41.33,42.49,Moderate Rep-Leaning,-1.16
23837,0092002,Ventura,Thousand Oaks,65,Mainstream,97,Highly Competitive,1.45,153,69.06,42.03,43.48,Moderate Rep-Leaning,-1.45
23777,0084062,Ventura,Simi Valley,65,Mainstream,82,Highly Competitive,6.27,674,58.79,44.2,37.93,Moderate Rep-Leaning,6.27
23906,0092065,Ventura,Thousand Oaks,65,Mainstream,66,Competitive,5.7,523,70.91,44.3,38.59,Moderate Rep-Leaning,5.7
23932,0092039,Ventura,Thousand Oaks,65,Mainstream,62,Competitive,0.95,748,71.09,40.64,41.59,Moderate Rep-Leaning,-0.95
20857,9001100A,Los Angeles,Los Angeles,65,Mainstream,48,Competitive,28.28,2692,77.46,54.04,25.76,Moderate Rep-Leaning,28.28
24360,0084010,Ventura,Simi Valley,66,Mainstream,55,Competitive,12.35,706,66.18,36.11,48.46,Moderate Rep-Leaning,-12.35
24577,0092123,Ventura,Thousand Oaks,66,Mainstream,74,Highly Competitive,3.23,511,67.36,42.65,39.43,Moderate Rep-Leaning,3.23
23992,0092093,Ventura,Thousand Oaks,66,Mainstream,83,Highly Competitive,1.02,588,74.68,40.68,41.69,Moderate Rep-Leaning,-1.02
23903,0092060,Ventura,Thousand Oaks,66,Mainstream,72,Highly Competitive,7.69,356,68.7,43.44,35.75,Moderate Rep-Leaning,7.69
23832,0092008,Ventura,Thousand Oaks,66,Mainstream,92,Highly Competitive,3.54,784,69.24,38.13,41.67,Moderate Rep-Leaning,-3.54
23872,0092059,Ventura,Thousand Oaks,66,Mainstream,61,Competitive,1.08,794,66.89,41.9,42.98,Moderate Rep-Leaning,-1.08
23925,0092035,Ventura,Thousand Oaks,67,Moderate,89,Highly Competitive,1.8,560,68.66,41.14,42.94,Moderate Rep-Leaning,-1.8
23796,0092027,Ventura,Thousand Oaks,67,Moderate,89,Highly Competitive,6.32,661,68.95,37.0,43.33,Moderate Rep-Leaning,-6.32
19149,7770030A,Los Angeles,Westlake Village,67,Moderate,68,Highly Competitive,10.24,4588,74.95,45.65,35.41,Moderate Rep-Leaning,10.24
19199,9001352A,Los Angeles,Los Angeles,67,Moderate,34,Competitive,30.92,1997,78.23,56.18,25.26,Moderate Rep-Leaning,30.92
23727,0006923,Ventura,Camarillo,67,Moderate,75,Highly Competitive,2.7,138,70.54,43.24,45.95,Moderate Rep-Leaning,-2.7
24455,0039008,Ventura,Moorpark,68,Moderate,64,Competitive,9.49,485,66.52,37.96,47.45,Moderate Rep-Leaning,-9.49
24355,0084017,Ventura,Simi Valley,68,Moderate,83,Highly Competitive,4.15,377,66.67,44.04,39.9,Moderate Rep-Leaning,4.15
23840,0092007,Ventura,Thousand Oaks,68,Moderate,84,Highly Competitive,5.6,717,71.43,38.68,44.27,Moderate Rep-Leaning,-5.6
23994,0092095,Ventura,Thousand Oaks,68,Moderate,55,Competitive,16.39,657,71.68,32.78,49.17,Moderate Rep-Leaning,-16.39
23449,0084110,Ventura,Simi Valley,68,Moderate,14,Not Competitive,27.9,669,66.45,26.33,54.23,Moderate Rep-Leaning,-27.9
24729,0007028,Ventura,Camarillo,68,Moderate,82,Highly Competitive,9.27,363,69.91,44.88,35.61,Moderate Rep-Leaning,9.27
24156,0044009,Ventura,Unincorporated,69,Moderate,37,Competitive,14.32,756,76.12,49.88,35.56,Moderate Rep-Leaning,14.32
23801,0084060,Ventura,Simi Valley,69,Moderate,78,Highly Competitive,10.36,562,65.15,36.13,46.5,Moderate Rep-Leaning,-10.36
24268,0084007,Ventura,Simi Valley,69,Moderate,54,Competitive,15.0,739,68.17,34.21,49.21,Moderate Rep-Leaning,-15.0
24280,0084001,Ventura,Simi Valley,69,Moderate,91,Highly Competitive,2.38,901,62.87,38.69,41.07,Moderate Rep-Leaning,-2.38
20393,1000033A,Los Angeles,Calabasas,69,Moderate,59,Competitive,16.2,1854,78.6,48.61,32.4,Moderate Rep-Leaning,16.2
23728,0084059,Ventura,Simi Valley,70,Moderate,55,Competitive,6.27,745,68.93,38.31,44.58,Moderate Rep-Leaning,-6.27
23988,0092099,Ventura,Thousand Oaks,70,Moderate,38,Competitive,12.26,545,73.27,45.81,33.55,Moderate Rep-Leaning,12.26
23715,0084080,Ventura,Simi Valley,70,Moderate,54,Competitive,12.57,798,68.32,34.92,47.49,Moderate Rep-Leaning,-12.57
24453,0039006,Ventura,Moorpark,70,Moderate,68,Highly Competitive,4.0,643,67.82,42.77,38.77,Moderate Rep-Leaning,4.0
24502,0095005,Ventura,Unincorporated,70,Moderate,95,Highly Competitive,6.84,398,75.0,37.18,44.02,Moderate Rep-Leaning,-6.84
24579,0092126,Ventura,Thousand Oaks,70,Moderate,67,Highly Competitive,19.33,259,78.23,31.09,50.42,Moderate Rep-Leaning,-19.33
23636,0092106,Ventura,Thousand Oaks,71,Moderate,67,Highly Competitive,0.85,626,67.62,39.94,40.79,Moderate Rep-Leaning,-0.85
24052,0014200,Ventura,Unincorporated,71,Moderate,9,Not Competitive,44.0,137,74.05,20.0,64.0,Moderate Rep-Leaning,-44.0
23720,0084081,Ventura,Simi Valley,71,Moderate,76,Highly Competitive,11.94,639,68.63,34.33,46.27,Moderate Rep-Leaning,-11.94
23529,0084100,Ventura,Simi Valley,71,Moderate,16,Not Competitive,23.67,316,63.49,30.77,54.44,Moderate Rep-Leaning,-23.67
23646,0084075,Ventura,Simi Valley,71,Moderate,29,Not Competitive,17.65,565,71.9,34.41,52.06,Moderate Rep-Leaning,-17.65
24357,0084019,Ventura,Simi Valley,72,Moderate,45,Competitive,15.48,327,68.49,32.74,48.21,Mainstream Rep,-15.48
24398,0084021,Ventura,Simi Valley,72,Moderate,48,Competitive,16.72,596,71.15,34.75,51.48,Mainstream Rep,-16.72
23751,0084053,Ventura,Simi Valley,72,Moderate,62,Competitive,12.94,554,65.09,36.71,49.65,Mainstream Rep,-12.94
24573,0092122,Ventura,Thousand Oaks,72,Moderate,91,Highly Competitive,8.44,647,71.41,36.68,45.12,Mainstream Rep,-8.44
23975,0092048,Ventura,Thousand Oaks,72,Moderate,98,Highly Competitive,2.82,904,67.94,38.31,41.13,Mainstream Rep,-2.82
20892,9005428A,Los Angeles,Los Angeles,72,Moderate,64,Competitive,21.1,2377,78.63,50.29,29.19,Mainstream Rep,21.1
23831,0092009,Ventura,Thousand Oaks,73,Moderate,94,Highly Competitive,1.69,802,72.25,38.74,40.44,Mainstream Rep,-1.69
23898,0092069,Ventura,Thousand Oaks,73,Moderate,71,Highly Competitive,7.24,684,71.39,37.15,44.39,Mainstream Rep,-7.24
23474,0007051,Ventura,Camarillo,73,Moderate,87,Highly Competitive,0.0,599,69.24,42.31,42.31,Mainstream Rep,0.0
23651,0084079,Ventura,Simi Valley,73,Moderate,64,Competitive,11.05,388,64.31,34.3,45.35,Mainstream Rep,-11.05
23908,0039028,Ventura,Moorpark,73,Moderate,33,Not Competitive,23.39,250,66.81,33.06,56.45,Mainstream Rep,-23.39
24266,0084008,Ventura,Simi Valley,74,Moderate,57,Competitive,15.16,583,68.41,32.13,47.29,Mainstream Rep,-15.16
23965,0039033,Ventura,Moorpark,74,Moderate,65,Competitive,10.66,508,66.87,34.93,45.59,Mainstream Rep,-10.66
23793,0092022,Ventura,Thousand Oaks,74,Moderate,33,Not Competitive,18.53,708,71.94,33.97,52.49,Mainstream Rep,-18.53
24356,0084016,Ventura,Simi Valley,74,Moderate,39,Competitive,18.62,626,66.72,32.76,51.38,Mainstream Rep,-18.62
23749,0084050,Ventura,Simi Valley,74,Moderate,43,Competitive,8.51,613,65.42,37.99,46.5,Mainstream Rep,-8.51
23781,0084064,Ventura,Simi Valley,74,Moderate,69,Highly Competitive,8.11,785,69.04,37.42,45.53,Mainstream Rep,-8.11
24472,0039017,Ventura,Moorpark,75,Moderate,88,Highly Competitive,7.83,627,71.26,37.68,45.51,Mainstream Rep,-7.83
23995,0092098,Ventura,Thousand Oaks,75,Moderate,61,Competitive,3.13,542,72.02,42.95,39.81,Mainstream Rep,3.13
24313,0006904,Ventura,Camarillo,75,Moderate,87,Highly Competitive,1.33,820,71.58,40.04,41.37,Mainstream Rep,-1.33
24345,0084040,Ventura,Simi Valley,75,Moderate,30,Not Competitive,17.09,495,62.72,34.62,51.71,Mainstream Rep,-17.09
24017,0092089,Ventura,Thousand Oaks,75,Moderate,96,Highly Competitive,3.75,838,69.16,38.66,42.41,Mainstream Rep,-3.75
23423,0007011,Ventura,Camarillo,76,Moderate,54,Competitive,2.04,181,78.7,39.8,41.84,Mainstream Rep,-2.04
23967,0092044,Ventura,Thousand Oaks,76,Moderate,96,Highly Competitive,0.83,612,73.58,40.06,39.23,Mainstream Rep,0.83
24341,0084034,Ventura,Simi Valley,76,Moderate,41,Competitive,11.8,541,66.48,37.05,48.85,Mainstream Rep,-11.8
23794,0092025,Ventura,Thousand Oaks,76,Moderate,100,Highly Competitive,2.39,632,72.53,35.82,38.21,Mainstream Rep,-2.39
23507,0084102,Ventura,Simi Valley,76,Moderate,46,Competitive,13.89,490,70.37,34.92,48.81,Mainstream Rep,-13.89
23454,0084111,Ventura,Simi Valley,76,Moderate,40,Competitive,25.0,402,67.81,28.64,53.64,Mainstream Rep,-25.0
23702,0084088,Ventura,Simi Valley,77,Moderate,34,Competitive,11.39,516,74.75,37.97,49.37,Mainstream Rep,-11.39
24383,0084029,Ventura,Simi Valley,77,Moderate,37,Competitive,21.67,674,63.73,29.41,51.08,Mainstream Rep,-21.67
24450,0090004,Ventura,Unincorporated,77,Moderate,49,Competitive,11.01,230,71.56,37.61,48.62,Mainstream Rep,-11.01
23650,0084076,Ventura,Simi Valley,77,Moderate,81,Highly Competitive,6.62,607,71.94,36.42,43.05,Mainstream Rep,-6.62
24742,0007040,Ventura,Camarillo,77,Moderate,51,Competitive,14.0,616,70.07,36.57,50.56,Mainstream Rep,-14.0
24336,0084033,Ventura,Simi Valley,78,Moderate,17,Not Competitive,27.68,630,68.56,29.41,57.09,Mainstream Rep,-27.68
23889,0092054,Ventura,Thousand Oaks,78,Moderate,93,Highly Competitive,2.92,640,76.29,40.15,43.07,Mainstream Rep,-2.92
24400,0084024,Ventura,Simi Valley,78,Moderate,14,Not Competitive,23.21,573,70.86,31.4,54.61,Mainstream Rep,-23.21
24324,0084036,Ventura,Simi Valley,78,Moderate,28,Not Competitive,22.54,498,70.44,28.32,50.87,Mainstream Rep,-22.54
23755,0084055,Ventura,Simi Valley,78,Moderate,53,Competitive,11.05,646,68.17,37.85,48.9,Mainstream Rep,-11.05
23860,0084097,Ventura,Simi Valley,78,Moderate,36,Competitive,17.04,729,68.35,31.83,48.87,Mainstream Rep,-17.04
24343,0084047,Ventura,Simi Valley,79,Moderate,65,Competitive,8.01,615,67.8,39.47,47.48,Mainstream Rep,-8.01
23946,0039038,Ventura,Moorpark,79,Moderate,96,Highly Competitive,6.16,719,66.96,35.71,41.87,Mainstream Rep,-6.16
23804,0092020,Ventura,Thousand Oaks,79,Moderate,77,Highly Competitive,12.05,828,69.43,34.67,46.72,Mainstream Rep,-12.05
24016,0092075,Ventura,Thousand Oaks,79,Moderate,86,Highly Competitive,7.21,607,72.09,37.05,44.26,Mainstream Rep,-7.21
24312,0006905,Ventura,Camarillo,79,Moderate,44,Competitive,15.7,644,72.82,33.42,49.11,Mainstream Rep,-15.7
20112,2780002A,Los Angeles,Hidden Hills,79,Moderate,93,Highly Competitive,6.89,1069,81.21,42.4,35.51,Mainstream Rep,6.89
24506,0095007,Ventura,Unincorporated,80,Moderate,33,Not Competitive,16.18,507,68.66,33.82,50.0,Mainstream Rep,-16.18
23765,0092014,Ventura,Thousand Oaks,80,Moderate,99,Highly Competitive,7.3,442,78.69,35.77,43.07,Mainstream Rep,-7.3
23698,0084086,Ventura,Simi Valley,80,Moderate,18,Not Competitive,26.58,597,66.43,28.48,55.06,Mainstream Rep,-26.58
23520,0084108,Ventura,Simi Valley,80,Moderate,82,Highly Competitive,2.47,488,67.59,39.51,41.98,Mainstream Rep,-2.47
23775,0084069,Ventura,Simi Valley,80,Moderate,90,Highly Competitive,1.17,690,72.42,40.18,41.35,Mainstream Rep,-1.17
23747,0084051,Ventura,Simi Valley,81,Moderate,31,Not Competitive,17.23,671,70.24,34.75,51.98,Mainstream Rep,-17.23
23598,0006930,Ventura,Camarillo,81,Moderate,78,Highly Competitive,12.03,476,73.09,35.44,47.47,Mainstream Rep,-12.03
24489,0039011,Ventura,Moorpark,81,Moderate,79,Highly Competitive,7.6,1008,73.94,37.85,45.45,Mainstream Rep,-7.6
24350,0084046,Ventura,Simi Valley,81,Moderate,58,Competitive,17.0,671,70.58,31.28,48.28,Mainstream Rep,-17.0
24027,0092085,Ventura,Thousand Oaks,81,Moderate,98,Highly Competitive,1.59,736,75.6,40.77,42.37,Mainstream Rep,-1.59
23916,0039020,Ventura,Moorpark,81,Moderate,74,Highly Competitive,8.09,702,70.51,38.97,47.06,Mainstream Rep,-8.09
23785,0084066,Ventura,Simi Valley,82,Moderate,59,Competitive,10.71,733,72.09,36.5,47.2,Mainstream Rep,-10.71
23789,0084068,Ventura,Simi Valley,82,Moderate,72,Highly Competitive,6.47,746,72.07,38.82,45.29,Mainstream Rep,-6.47
23513,0084107,Ventura,Simi Valley,82,Moderate,34,Competitive,16.1,640,73.14,35.03,51.13,Mainstream Rep,-16.1
23718,0084082,Ventura,Simi Valley,82,Moderate,31,Not Competitive,17.93,701,73.21,31.31,49.24,Mainstream Rep,-17.93
23470,0007078,Ventura,Camarillo,82,Moderate,30,Not Competitive,22.3,733,71.1,31.26,53.56,Mainstream Rep,-22.3
24547,0092114,Ventura,Thousand Oaks,83,Moderate,36,Competitive,13.97,721,71.12,33.52,47.49,Mainstream Rep,-13.97
23989,0092092,Ventura,Thousand Oaks,83,Moderate,95,Highly Competitive,4.76,630,73.22,37.2,41.96,Mainstream Rep,-4.76
23766,0092013,Ventura,Thousand Oaks,83,Moderate,70,Highly Competitive,3.36,516,76.91,40.3,43.66,Mainstream Rep,-3.36
24492,0039012,Ventura,Moorpark,83,Moderate,44,Competitive,19.42,682,69.48,32.04,51.46,Mainstream Rep,-19.42
23760,0092012,Ventura,Thousand Oaks,83,Moderate,80,Highly Competitive,4.77,680,76.42,39.45,44.22,Mainstream Rep,-4.77
23882,0092050,Ventura,Thousand Oaks,83,Moderate,87,Highly Competitive,8.25,766,76.92,36.35,44.6,Mainstream Rep,-8.25
23838,0092005,Ventura,Thousand Oaks,84,Moderate,64,Competitive,18.6,488,73.28,29.24,47.84,Mainstream Rep,-18.6
23484,0007046,Ventura,Camarillo,84,Moderate,97,Highly Competitive,3.27,445,71.36,37.14,40.41,Mainstream Rep,-3.27
23762,0084056,Ventura,Simi Valley,84,Moderate,35,Competitive,18.47,659,71.23,32.98,51.45,Mainstream Rep,-18.47
23857,0084094,Ventura,Simi Valley,84,Moderate,75,Highly Competitive,14.98,540,73.36,31.8,46.79,Mainstream Rep,-14.98
24721,0007030,Ventura,Camarillo,84,Moderate,96,Highly Competitive,7.14,583,73.87,35.12,42.26,Mainstream Rep,-7.14
23779,0084061,Ventura,Simi Valley,85,Moderate,53,Competitive,15.38,401,66.93,31.73,47.12,Mainstream Rep,-15.38
24738,0007024,Ventura,Camarillo,85,Moderate,99,Highly Competitive,0.0,438,69.29,38.98,38.98,Mainstream Rep,0.0
23970,0039035,Ventura,Moorpark,85,Moderate,50,Competitive,15.69,609,75.97,32.92,48.62,Mainstream Rep,-15.69
24330,0084038,Ventura,Simi Valley,85,Moderate,24,Not Competitive,27.43,525,71.75,27.78,55.21,Mainstream Rep,-27.43
24493,0039015,Ventura,Moorpark,85,Moderate,60,Competitive,13.7,517,70.14,35.56,49.26,Mainstream Rep,-13.7
23644,0084072,Ventura,Simi Valley,85,Moderate,20,Not Competitive,18.84,604,74.91,32.25,51.09,Mainstream Rep,-18.84
24349,0084043,Ventura,Simi Valley,86,Moderate,27,Not Competitive,17.23,570,71.27,34.12,51.35,MAGA Rep,-17.23
23757,0084054,Ventura,Simi Valley,86,Moderate,18,Not Competitive,25.52,748,74.65,29.64,55.15,MAGA Rep,-25.52
23795,0092024,Ventura,Thousand Oaks,86,Moderate,81,Highly Competitive,2.22,546,74.42,39.24,41.46,MAGA Rep,-2.22
23854,0084095,Ventura,Simi Valley,86,Moderate,47,Competitive,16.35,445,71.19,31.94,48.29,MAGA Rep,-16.35
23696,0084083,Ventura,Simi Valley,86,Moderate,31,Not Competitive,25.53,628,71.52,27.66,53.19,MAGA Rep,-25.53
23722,0006921,Ventura,Camarillo,87,Moderate,30,Not Competitive,22.46,731,78.87,30.45,52.92,MAGA Rep,-22.46
23731,0084058,Ventura,Simi Valley,87,Moderate,24,Not Competitive,21.74,753,73.4,30.18,51.92,MAGA Rep,-21.74
24531,0092118,Ventura,Thousand Oaks,87,Moderate,45,Competitive,12.55,447,79.14,36.36,48.92,MAGA Rep,-12.55
23863,0084096,Ventura,Simi Valley,87,Moderate,26,Not Competitive,20.29,728,72.77,31.64,51.93,MAGA Rep,-20.29
24476,0039018,Ventura,Moorpark,87,Moderate,83,Highly Competitive,9.8,733,70.81,34.87,44.67,MAGA Rep,-9.8
23753,0084052,Ventura,Simi Valley,87,Moderate,21,Not Competitive,19.77,518,70.46,32.7,52.47,MAGA Rep,-19.77
23631,0092101,Ventura,Thousand Oaks,88,Moderate,95,Highly Competitive,3.96,554,81.84,37.95,41.91,MAGA Rep,-3.96
24458,0039000,Ventura,Moorpark,88,Moderate,10,Not Competitive,35.84,569,75.05,23.55,59.39,MAGA Rep,-35.84
24340,0084035,Ventura,Simi Valley,88,Moderate,19,Not Competitive,27.12,408,69.79,27.97,55.08,MAGA Rep,-27.12
23899,0092068,Ventura,Thousand Oaks,88,Moderate,76,Highly Competitive,12.97,699,74.06,35.38,48.35,MAGA Rep,-12.97
24358,0084018,Ventura,Simi Valley,88,Moderate,11,Not Competitive,24.17,621,71.96,31.13,55.3,MAGA Rep,-24.17
23926,0039023,Ventura,Moorpark,89,Moderate,37,Competitive,21.45,554,71.48,30.91,52.36,MAGA Rep,-21.45
24521,0095001,Ventura,Unincorporated,89,Moderate,66,Competitive,9.13,439,77.29,37.3,46.43,MAGA Rep,-9.13
24029,0092087,Ventura,Thousand Oaks,89,Moderate,71,Highly Competitive,16.41,454,74.88,30.92,47.33,MAGA Rep,-16.41
24028,0092084,Ventura,Thousand Oaks,89,Moderate,41,Competitive,18.23,346,82.92,29.69,47.92,MAGA Rep,-18.23
23649,0084077,Ventura,Simi Valley,89,Moderate,17,Not Competitive,21.91,435,69.71,32.67,54.58,MAGA Rep,-21.91
23452,0084112,Ventura,Simi Valley,89,Moderate,26,Not Competitive,16.79,402,82.89,32.44,49.24,MAGA Rep,-16.79
24390,0084020,Ventura,Simi Valley,90,Moderate,38,Competitive,16.41,477,75.7,33.2,49.61,MAGA Rep,-16.41
24025,0092083,Ventura,Thousand Oaks,90,Moderate,38,Competitive,13.78,414,83.17,33.33,47.11,MAGA Rep,-13.78
23642,0084073,Ventura,Simi Valley,90,Moderate,19,Not Competitive,21.21,640,74.1,28.93,50.14,MAGA Rep,-21.21
24523,0074002,Ventura,Unincorporated,90,Moderate,23,Not Competitive,16.44,601,80.34,36.93,53.37,MAGA Rep,-16.44
23518,0084109,Ventura,Simi Valley,90,Moderate,18,Not Competitive,21.38,548,76.25,30.59,51.97,MAGA Rep,-21.38
24498,0074005,Ventura,Unincorporated,91,Moderate,24,Not Competitive,25.72,549,77.82,28.94,54.66,MAGA Rep,-25.72
24359,0084011,Ventura,Simi Valley,91,Moderate,32,Not Competitive,30.17,793,74.84,24.94,55.11,MAGA Rep,-30.17
24327,0084039,Ventura,Simi Valley,91,Moderate,14,Not Competitive,19.46,443,70.81,32.13,51.58,MAGA Rep,-19.46
23485,0085000,Ventura,Unincorporated,91,Moderate,7,Not Competitive,29.41,349,78.53,26.96,56.37,MAGA Rep,-29.41
24517,0074001,Ventura,Unincorporated,91,Moderate,27,Not Competitive,25.64,630,79.97,28.72,54.36,MAGA Rep,-25.64
23604,0006934,Ventura,Camarillo,91,Moderate,27,Not Competitive,18.07,272,84.74,32.53,50.6,MAGA Rep,-18.07
24631,0081001,Ventura,Unincorporated,92,Moderate,16,Not Competitive,20.97,440,82.28,31.05,52.02,MAGA Rep,-20.97
23878,0084093,Ventura,Simi Valley,92,Moderate,9,Not Competitive,28.87,721,79.25,29.29,58.16,MAGA Rep,-28.87
23630,0092102,Ventura,Thousand Oaks,92,Moderate,11,Not Competitive,31.23,639,82.19,24.91,56.14,MAGA Rep,-31.23
23694,0084084,Ventura,Simi Valley,92,Moderate,5,Not Competitive,36.47,578,78.83,24.22,60.68,MAGA Rep,-36.47
24344,0084049,Ventura,Simi Valley,92,Moderate,6,Not Competitive,32.68,588,81.56,24.88,57.56,MAGA Rep,-32.68
24417,0090007,Ventura,Unincorporated,93,Moderate,2,Not Competitive,46.81,111,83.96,19.15,65.96,MAGA Rep,-46.81
24632,0081000,Ventura,Unincorporated,93,Moderate,9,Not Competitive,22.59,720,83.7,31.13,53.72,MAGA Rep,-22.59
24401,0084023,Ventura,Simi Valley,93,Moderate,4,Not Competitive,42.21,380,77.32,22.54,64.75,MAGA Rep,-42.21
24342,0084048,Ventura,Simi Valley,93,Moderate,6,Not Competitive,32.7,542,80.66,26.76,59.46,MAGA Rep,-32.7
23705,0084087,Ventura,Simi Valley,93,Moderate,8,Not Competitive,28.81,195,81.62,28.81,57.63,MAGA Rep,-28.81
24520,0074000,Ventura,Unincorporated,93,Moderate,4,Not Competitive,44.79,365,87.11,19.27,64.06,MAGA Rep,-44.79
