precinct_id,srprec,county,city,classification_score,classification_category,total_voters,prop_33_no_pct
23918,0092034,Ventura,Thousand Oaks,39.0,Mainstream,452.0,64.58
24324,0084036,Ventura,Simi Valley,39.0,Mainstream,498.0,70.44
23867,0092056,Ventura,Thousand Oaks,39.0,Mainstream,480.0,64.4
23860,0084097,Ventura,Simi Valley,39.0,Mainstream,729.0,68.35
23841,0092006,Ventura,Thousand Oaks,39.0,Mainstream,398.0,67.84
24027,0092085,Ventura,Thousand Oaks,39.0,Mainstream,736.0,75.6
24010,0092070,Ventura,Thousand Oaks,39.0,Mainstream,661.0,62.29
24000,0092090,Ventura,Thousand Oaks,39.0,Mainstream,615.0,64.3
23976,0039036,Ventura,Moorpark,39.0,Mainstream,49.0,53.33
24729,0007028,Ventura,Camarillo,39.0,Mainstream,363.0,69.91
24721,0007030,Ventura,Camarillo,40.0,Mainstream,583.0,73.87
23430,0007072,Ventura,Camarillo,40.0,Mainstream,7.0,
23967,0092044,Ventura,Thousand Oaks,40.0,Mainstream,612.0,73.58
23938,0024001,Ventura,Unincorporated,40.0,Mainstream,386.0,64.02
23881,0084092,Ventura,Simi Valley,40.0,Mainstream,493.0,58.09
23831,0092009,Ventura,Thousand Oaks,40.0,Mainstream,802.0,72.25
23906,0092065,Ventura,Thousand Oaks,40.0,Mainstream,523.0,70.91
23696,0084083,Ventura,Simi Valley,40.0,Mainstream,628.0,71.52
24338,0084032,Ventura,Simi Valley,40.0,Mainstream,354.0,61.63
23646,0084075,Ventura,Simi Valley,40.0,Mainstream,565.0,71.9
23715,0084080,Ventura,Simi Valley,40.0,Mainstream,798.0,68.32
24345,0084040,Ventura,Simi Valley,40.0,Mainstream,495.0,62.72
23767,0092016,Ventura,Thousand Oaks,40.0,Mainstream,576.0,68.58
23730,0006922,Ventura,Camarillo,40.0,Mainstream,531.0,61.61
23779,0084061,Ventura,Simi Valley,40.0,Mainstream,401.0,66.93
23781,0084064,Ventura,Simi Valley,40.0,Mainstream,785.0,69.04
20070,7770011A,Los Angeles,Westlake Village,40.0,Mainstream,1400.0,
24540,0092113,Ventura,Thousand Oaks,40.0,Mainstream,483.0,70.91
24577,0092123,Ventura,Thousand Oaks,40.0,Mainstream,511.0,67.36
23474,0007051,Ventura,Camarillo,40.0,Mainstream,599.0,69.24
24472,0039017,Ventura,Moorpark,40.0,Mainstream,627.0,71.26
23908,0039028,Ventura,Moorpark,41.0,Mainstream,250.0,66.81
23870,0092057,Ventura,Thousand Oaks,41.0,Mainstream,597.0,69.01
23923,0092036,Ventura,Thousand Oaks,41.0,Mainstream,50.0,72.34
23964,0092045,Ventura,Thousand Oaks,41.0,Mainstream,576.0,69.16
23935,0092030,Ventura,Thousand Oaks,41.0,Mainstream,413.0,69.31
23832,0092008,Ventura,Thousand Oaks,41.0,Mainstream,784.0,69.24
23792,0084067,Ventura,Simi Valley,41.0,Mainstream,697.0,65.52
24341,0084034,Ventura,Simi Valley,41.0,Mainstream,541.0,66.48
24352,0084045,Ventura,Simi Valley,41.0,Mainstream,636.0,58.21
23650,0084076,Ventura,Simi Valley,41.0,Mainstream,607.0,71.94
24731,0007021,Ventura,Camarillo,41.0,Mainstream,531.0,70.96
23651,0084079,Ventura,Simi Valley,41.0,Mainstream,388.0,64.31
23681,0006911,Ventura,Camarillo,41.0,Mainstream,581.0,65.63
24313,0006904,Ventura,Camarillo,41.0,Mainstream,820.0,71.58
23921,0092033,Ventura,Thousand Oaks,41.0,Mainstream,487.0,69.85
23487,0007049,Ventura,Camarillo,41.0,Mainstream,392.0,55.53
23454,0084111,Ventura,Simi Valley,41.0,Mainstream,402.0,67.81
24515,0095000,Ventura,Unincorporated,41.0,Mainstream,702.0,67.61
23613,0086001,Ventura,Unincorporated,41.0,Mainstream,38.0,55.56
23631,0092101,Ventura,Thousand Oaks,41.0,Mainstream,554.0,81.84
24400,0084024,Ventura,Simi Valley,41.0,Mainstream,573.0,70.86
24543,0092112,Ventura,Thousand Oaks,41.0,Mainstream,441.0,68.5
24756,0007033,Ventura,Camarillo,41.0,Mainstream,558.0,60.94
23925,0092035,Ventura,Thousand Oaks,41.0,Mainstream,560.0,68.66
23994,0092095,Ventura,Thousand Oaks,41.0,Mainstream,657.0,71.68
24738,0007024,Ventura,Camarillo,41.0,Mainstream,438.0,69.29
24017,0092089,Ventura,Thousand Oaks,42.0,Mainstream,838.0,69.16
23975,0092048,Ventura,Thousand Oaks,42.0,Mainstream,904.0,67.94
24025,0092083,Ventura,Thousand Oaks,42.0,Mainstream,414.0,83.17
24634,0081002,Ventura,Unincorporated,42.0,Mainstream,55.0,75.44
23932,0092039,Ventura,Thousand Oaks,42.0,Mainstream,748.0,71.09
23804,0092020,Ventura,Thousand Oaks,42.0,Mainstream,828.0,69.43
23872,0092059,Ventura,Thousand Oaks,42.0,Mainstream,794.0,66.89
24051,0014201,Ventura,Unincorporated,42.0,Mainstream,11.0,66.67
23785,0084066,Ventura,Simi Valley,42.0,Mainstream,733.0,72.09
24316,0006909,Ventura,Camarillo,42.0,Mainstream,586.0,71.32
24266,0084008,Ventura,Simi Valley,42.0,Mainstream,583.0,68.41
23648,0084074,Ventura,Simi Valley,42.0,Mainstream,579.0,66.85
24355,0084017,Ventura,Simi Valley,42.0,Mainstream,377.0,66.67
23777,0084062,Ventura,Simi Valley,42.0,Mainstream,674.0,58.79
24312,0006905,Ventura,Camarillo,42.0,Mainstream,644.0,72.82
23749,0084050,Ventura,Simi Valley,42.0,Mainstream,613.0,65.42
24276,0084000,Ventura,Simi Valley,42.0,Mainstream,7.0,
23470,0007078,Ventura,Camarillo,42.0,Mainstream,733.0,71.1
