precinct_id,srprec,county,county_numeric,city,classification_score,classification_category,total_voters,dem_margin_pct,prop_33_no_pct,dem_reg_pct,rep_reg_pct,dem_turnout_pct,rep_turnout_pct,progressive_vote_share,rep_dem_registration_ratio,biden_pct,williamson_pct,phillips_pct
19661,1000009A,Los Angeles,0,Calabasas,28.14,Progressive,250.0,16.0,,41.95,27.48,46.0,30.0,10.52,0.653,87.72,5.26,5.26
24752,0007032,Ventura,1,Camarillo,28.55,Progressive,373.0,3.49,,40.72,28.2,43.7,40.21,10.97,0.691,85.16,7.74,3.23
20857,9001100A,Los Angeles,0,Los Angeles,28.66,Progressive,1386.0,28.28,,47.73,23.14,54.04,25.76,7.12,0.484,92.17,2.85,4.27
20112,2780002A,Los Angeles,0,Hidden Hills,28.92,Progressive,566.0,6.89,,38.75,31.7,42.4,35.51,13.04,0.816,84.78,7.39,5.65
20254,4050059B,Los Angeles,0,Malibu,29.02,Progressive,1127.0,27.68,,48.44,21.57,53.77,26.09,6.18,0.445,93.14,4.29,1.89
23939,0092031,Ventura,1,Thousand Oaks,29.43,Progressive,145.0,15.86,,41.83,22.51,45.52,29.66,7.58,0.536,92.42,4.55,3.03
23891,0092053,Ventura,1,Thousand Oaks,29.91,Progressive,185.0,28.65,,41.8,24.29,54.05,25.41,8.08,0.579,89.9,5.05,3.03
23968,0039032,Ventura,1,Moorpark,29.99,Progressive,169.0,21.3,,51.23,25.94,54.44,33.14,6.67,0.505,92.22,5.56,1.11
19246,1000011A,Los Angeles,0,Calabasas,30.0,Progressive,1161.0,20.59,,43.97,25.49,50.22,29.63,8.03,0.579,90.69,5.11,2.92
23991,0092094,Ventura,1,Thousand Oaks,30.26,Progressive,271.0,20.3,,45.3,27.18,51.29,31.0,8.21,0.598,89.55,5.22,2.99
24574,0092121,Ventura,1,Thousand Oaks,30.33,Progressive,226.0,15.93,,41.5,25.62,47.79,31.86,8.49,0.615,85.85,4.72,3.77
24168,0044001,Ventura,1,Unincorporated,30.45,Progressive,276.0,15.58,,45.79,29.49,51.45,35.87,8.89,0.641,90.37,1.48,7.41
24287,0044011,Ventura,1,Unincorporated,30.45,Progressive,306.0,33.33,,46.29,22.14,58.17,24.84,5.88,0.477,92.94,3.53,2.35
20892,9005428A,Los Angeles,0,Los Angeles,30.47,Progressive,1360.0,21.1,,44.16,23.79,50.29,29.19,6.99,0.538,92.7,2.64,4.35
24579,0092126,Ventura,1,Thousand Oaks,30.58,Progressive,119.0,-19.33,,36.58,36.91,31.09,50.42,15.38,1.0,84.62,7.69,7.69
24549,0092117,Ventura,1,Thousand Oaks,30.58,Progressive,159.0,32.7,,50.26,23.08,57.86,25.16,5.43,0.457,94.57,5.43,0.0
19361,9007693D,Los Angeles,0,Los Angeles,30.63,Progressive,1725.0,31.65,,49.33,22.74,56.58,24.93,5.47,0.461,93.8,2.63,2.84
24395,0084022,Ventura,1,Simi Valley,30.66,Progressive,235.0,-5.53,,41.4,28.94,40.0,45.53,9.78,0.697,89.13,4.35,5.43
20199,9005923A,Los Angeles,0,Los Angeles,30.91,Progressive,1926.0,30.79,,51.15,21.18,55.82,25.03,4.44,0.414,93.82,1.93,2.51
20632,0080007A,Los Angeles,0,Agoura Hills,31.12,Progressive,1580.0,24.11,,46.88,25.76,52.34,28.23,6.79,0.549,91.37,3.95,2.84
20464,4050051A,Los Angeles,0,Malibu,31.17,Progressive,1113.0,19.68,,46.46,24.55,50.58,30.91,6.37,0.528,92.71,3.64,2.73
24529,0092119,Ventura,1,Thousand Oaks,31.22,Progressive,120.0,12.5,,43.96,31.87,50.83,38.33,9.84,0.719,90.16,6.56,3.28
19203,1000015A,Los Angeles,0,Calabasas,31.25,Progressive,812.0,9.24,,41.96,24.18,43.72,34.48,7.19,0.576,89.52,4.79,2.4
19199,9001352A,Los Angeles,0,Los Angeles,31.31,Progressive,1627.0,30.92,,48.88,21.94,56.18,25.26,4.83,0.449,94.72,2.02,2.81
24687,0005300,Ventura,1,Unincorporated,31.36,Progressive,407.0,37.59,,51.4,18.69,60.2,22.6,3.23,0.363,94.74,2.02,1.21
23834,0092000,Ventura,1,Thousand Oaks,31.53,Progressive,178.0,28.09,,44.68,24.11,55.62,27.53,6.32,0.538,89.47,2.11,4.21
19190,1000016A,Los Angeles,0,Calabasas,31.8,Progressive,1177.0,32.29,,52.48,21.94,58.11,25.83,3.96,0.418,94.82,1.37,2.59
24260,0084006,Ventura,1,Simi Valley,31.94,Progressive,275.0,1.09,,37.26,31.49,38.55,37.45,11.65,0.842,82.52,4.85,6.8
20469,1000077A,Los Angeles,0,Calabasas,32.09,Progressive,1113.0,18.6,,46.93,27.05,50.49,31.9,6.68,0.576,92.76,3.34,3.34
24795,0007003,Ventura,1,Camarillo,32.39,Progressive,156.0,19.87,,41.28,26.16,50.0,30.13,7.5,0.631,90.0,1.25,6.25
23919,0039022,Ventura,1,Moorpark,32.43,Progressive,230.0,-3.04,,39.16,34.74,38.26,41.3,12.08,0.882,83.52,5.49,6.59
20685,0080004A,Los Angeles,0,Agoura Hills,32.64,Progressive,1091.0,23.01,,46.82,27.4,53.07,30.06,6.5,0.585,91.7,3.07,3.43
24576,0092124,Ventura,1,Thousand Oaks,32.66,Progressive,242.0,10.33,,41.14,27.0,42.56,32.23,7.76,0.654,90.29,4.85,2.91
24454,0039005,Ventura,1,Moorpark,32.75,Progressive,213.0,7.98,,43.33,26.32,45.07,37.09,6.82,0.606,89.77,3.41,3.41
23973,0092049,Ventura,1,Thousand Oaks,32.89,Progressive,132.0,22.73,,48.03,30.71,53.03,30.3,7.25,0.634,91.3,1.45,5.8
23864,0084099,Ventura,1,Simi Valley,33.09,Mainstream,331.0,-20.85,,35.65,37.69,32.33,53.17,14.82,1.054,84.26,10.19,4.63
24362,0084012,Ventura,1,Simi Valley,33.12,Mainstream,256.0,-17.58,,36.85,33.41,32.81,50.39,12.05,0.904,83.13,7.23,4.82
23634,0092103,Ventura,1,Thousand Oaks,33.15,Mainstream,430.0,24.42,,46.49,25.88,52.33,27.91,5.65,0.555,93.48,3.48,2.17
24172,0044005,Ventura,1,Unincorporated,33.17,Mainstream,252.0,26.19,,49.17,26.89,58.73,32.54,5.44,0.545,94.56,1.36,4.08
23902,0092061,Ventura,1,Thousand Oaks,33.22,Mainstream,511.0,23.68,,45.56,26.96,52.64,28.96,6.25,0.591,92.65,4.41,1.84
24170,0044003,Ventura,1,Unincorporated,33.3,Mainstream,261.0,28.74,,48.16,22.74,55.94,27.2,4.0,0.471,96.0,2.0,2.0
20756,4050002A,Los Angeles,0,Malibu,33.36,Mainstream,979.0,19.31,,45.35,24.35,49.44,30.13,5.17,0.536,94.42,2.48,2.69
23772,0092017,Ventura,1,Thousand Oaks,33.36,Mainstream,271.0,12.18,,40.81,26.37,46.13,33.95,7.15,0.644,92.86,5.56,1.59
23896,0092067,Ventura,1,Thousand Oaks,33.52,Mainstream,359.0,24.23,,46.6,25.76,51.53,27.3,5.35,0.552,92.51,4.28,1.07
24023,0092080,Ventura,1,Thousand Oaks,33.61,Mainstream,250.0,21.6,,42.69,23.64,50.4,28.8,5.3,0.552,90.91,3.03,2.27
23990,0092091,Ventura,1,Thousand Oaks,33.66,Mainstream,362.0,5.25,,39.34,32.49,45.03,39.78,10.24,0.823,89.16,3.61,6.63
20486,0070008A,Los Angeles,0,Unincorporated,33.69,Mainstream,360.0,10.83,,38.89,30.6,45.0,34.17,9.52,0.785,87.76,4.08,5.44
24741,0007041,Ventura,1,Camarillo,33.72,Mainstream,173.0,-26.01,,35.32,40.55,28.9,54.91,16.0,1.14,84.0,10.0,6.0
20282,0080054A,Los Angeles,0,Agoura Hills,34.0,Mainstream,636.0,14.47,,42.64,26.79,46.7,32.23,6.44,0.627,90.51,3.73,2.71
24166,0044000,Ventura,1,Unincorporated,34.04,Mainstream,267.0,20.22,,48.26,23.3,49.06,28.84,3.74,0.481,95.52,2.99,0.75
19353,0080070A,Los Angeles,0,Agoura Hills,34.23,Mainstream,1650.0,22.24,,44.73,27.2,51.88,29.64,5.94,0.608,92.12,1.94,4.0
20352,0080050A,Los Angeles,0,Agoura Hills,34.34,Mainstream,1595.0,17.24,,44.72,26.67,49.78,32.54,5.66,0.596,92.73,2.83,2.83
23836,0092003,Ventura,1,Thousand Oaks,34.41,Mainstream,143.0,20.98,,43.58,22.35,50.35,29.37,4.05,0.511,93.24,2.7,1.35
20393,1000033A,Los Angeles,0,Calabasas,34.47,Mainstream,969.0,16.2,,43.26,26.99,48.61,32.4,6.08,0.623,91.22,2.25,3.83
24537,0092110,Ventura,1,Thousand Oaks,34.58,Mainstream,354.0,23.16,,46.72,28.42,54.8,31.64,5.7,0.606,93.26,2.07,3.63
24459,0039002,Ventura,1,Moorpark,34.66,Mainstream,233.0,11.59,,48.39,24.14,45.92,34.33,3.66,0.498,91.74,1.83,1.83
23528,0084101,Ventura,1,Simi Valley,34.86,Mainstream,298.0,1.68,,37.44,29.57,40.6,38.93,8.85,0.788,89.38,5.31,3.54
24728,0007029,Ventura,1,Camarillo,35.03,Mainstream,275.0,12.0,,42.6,31.26,47.27,35.27,7.7,0.731,92.31,4.62,3.08
23992,0092093,Ventura,1,Thousand Oaks,35.09,Mainstream,295.0,-1.02,,38.01,31.0,40.68,41.69,9.16,0.812,90.0,5.83,3.33
24346,0084042,Ventura,1,Simi Valley,35.11,Mainstream,280.0,0.36,,41.24,31.63,41.79,41.43,8.27,0.765,90.91,5.79,2.48
24009,0092079,Ventura,1,Thousand Oaks,35.16,Mainstream,185.0,32.43,,44.71,23.11,55.14,22.7,3.67,0.515,94.5,3.67,0.0
24272,0084009,Ventura,1,Simi Valley,35.21,Mainstream,368.0,-16.58,,37.79,33.74,35.05,51.63,10.52,0.891,85.09,5.26,5.26
24289,0044013,Ventura,1,Unincorporated,35.39,Mainstream,269.0,20.45,,46.6,24.3,50.19,29.74,3.62,0.52,95.65,1.45,2.17
24293,0044014,Ventura,1,Unincorporated,35.47,Mainstream,369.0,24.93,,47.12,26.38,54.2,29.27,4.27,0.558,94.31,1.9,2.37
20504,7770001A,Los Angeles,0,Westlake Village,35.52,Mainstream,347.0,8.93,,39.48,30.14,45.24,36.31,7.95,0.761,88.74,1.99,5.96
24491,0039013,Ventura,1,Moorpark,35.61,Mainstream,346.0,-8.67,,36.62,36.09,36.13,44.8,11.94,0.982,87.31,5.97,5.97
23511,0084104,Ventura,1,Simi Valley,35.64,Mainstream,235.0,-8.51,,37.73,35.23,38.72,47.23,10.98,0.93,85.37,9.76,1.22
24348,0084044,Ventura,1,Simi Valley,35.8,Mainstream,213.0,-8.45,,37.77,34.26,36.62,45.07,10.39,0.903,80.52,3.9,6.49
24279,0084002,Ventura,1,Simi Valley,36.06,Mainstream,390.0,-1.03,,40.63,29.61,41.28,42.31,7.0,0.727,86.62,5.73,1.27
24169,0044004,Ventura,1,Unincorporated,36.16,Mainstream,348.0,18.97,,44.41,29.66,53.45,34.48,5.81,0.666,93.02,0.0,5.81
24011,0092072,Ventura,1,Thousand Oaks,36.17,Mainstream,373.0,4.29,,39.14,34.84,44.77,40.48,9.87,0.888,87.65,3.7,6.17
24573,0092122,Ventura,1,Thousand Oaks,36.58,Mainstream,379.0,-8.44,,37.58,35.26,36.68,45.12,10.49,0.935,89.51,2.8,7.69
24373,0084026,Ventura,1,Simi Valley,36.74,Mainstream,309.0,-8.41,,37.18,36.58,35.28,43.69,11.22,0.981,85.71,7.14,4.08
20541,0070005A,Los Angeles,0,Unincorporated,36.76,Mainstream,606.0,7.26,,40.21,30.31,44.72,37.46,7.03,0.752,88.28,5.08,1.95
24156,0044009,Ventura,1,Unincorporated,36.85,Mainstream,419.0,14.32,,42.57,33.22,49.88,35.56,7.45,0.778,92.09,2.33,5.12
23996,0092097,Ventura,1,Thousand Oaks,36.86,Mainstream,366.0,9.02,,40.98,31.41,45.36,36.34,7.18,0.764,89.82,3.59,3.59
24460,0039001,Ventura,1,Moorpark,36.94,Mainstream,286.0,6.64,,43.53,29.83,45.1,38.46,5.65,0.683,92.74,3.23,2.42
24456,0039007,Ventura,1,Moorpark,36.95,Mainstream,334.0,7.19,,41.48,29.32,43.41,36.23,6.04,0.705,93.96,4.03,2.01
23800,0092028,Ventura,1,Thousand Oaks,37.15,Mainstream,174.0,-7.47,,38.78,31.75,39.08,46.55,7.93,0.815,85.71,4.76,3.17
23787,0084065,Ventura,1,Simi Valley,37.16,Mainstream,387.0,-3.1,,40.77,34.96,39.79,42.89,8.67,0.855,89.33,4.0,4.67
24138,0099000,Ventura,1,Unincorporated,37.28,Mainstream,139.0,23.02,,44.13,23.81,49.64,26.62,2.74,0.536,91.78,2.74,0.0
23399,0007002,Ventura,1,Camarillo,37.31,Mainstream,292.0,-6.51,,37.83,34.34,38.7,45.21,9.48,0.905,88.79,3.45,6.03
24026,0092082,Ventura,1,Thousand Oaks,37.63,Mainstream,417.0,12.95,,42.84,29.74,47.0,34.05,5.39,0.692,93.63,3.92,1.47
23929,0092037,Ventura,1,Thousand Oaks,37.67,Mainstream,415.0,5.3,,40.74,31.47,43.61,38.31,6.8,0.77,89.01,2.09,4.71
24760,0007035,Ventura,1,Camarillo,37.75,Mainstream,112.0,3.57,,34.82,29.76,41.07,37.5,8.16,0.847,91.84,2.04,6.12
24290,0044012,Ventura,1,Unincorporated,37.75,Mainstream,364.0,14.84,,46.29,26.02,49.73,34.89,2.91,0.561,96.51,0.58,2.33
24296,0044016,Ventura,1,Unincorporated,37.88,Mainstream,223.0,18.39,,46.05,23.52,49.78,31.39,1.87,0.509,96.26,1.87,0.0
23984,0092041,Ventura,1,Thousand Oaks,37.89,Mainstream,367.0,8.17,,40.29,30.97,44.41,36.24,6.59,0.766,91.62,5.99,0.6
23907,0092064,Ventura,1,Thousand Oaks,38.13,Mainstream,262.0,15.65,,42.18,31.3,47.33,31.68,5.93,0.739,91.53,5.93,0.0
24734,0007023,Ventura,1,Camarillo,38.16,Mainstream,286.0,-5.59,,37.82,33.93,35.66,41.26,8.74,0.893,89.32,5.83,2.91
24013,0092074,Ventura,1,Thousand Oaks,38.34,Mainstream,378.0,18.25,,44.19,29.05,51.59,33.33,4.28,0.656,95.19,1.07,3.21
23904,0092063,Ventura,1,Thousand Oaks,38.41,Mainstream,383.0,3.92,,42.87,31.97,44.65,40.73,5.85,0.744,92.98,2.34,3.51
24334,0084031,Ventura,1,Simi Valley,38.54,Mainstream,351.0,7.12,,41.66,32.34,45.87,38.75,6.33,0.774,90.51,4.43,1.9
24754,0007031,Ventura,1,Camarillo,38.65,Mainstream,185.0,9.73,,40.25,31.5,44.32,34.59,6.33,0.778,93.67,2.53,3.8
23508,0007054,Ventura,1,Camarillo,38.68,Mainstream,334.0,11.68,,38.58,31.32,46.41,34.73,6.88,0.809,90.0,4.38,2.5
24755,0007034,Ventura,1,Camarillo,38.72,Mainstream,344.0,5.81,,40.8,33.08,44.48,38.66,6.84,0.808,91.78,3.42,3.42
23988,0092099,Ventura,1,Thousand Oaks,38.8,Mainstream,310.0,12.26,,38.5,31.88,45.81,33.55,7.1,0.825,92.2,3.55,3.55
23764,0092011,Ventura,1,Thousand Oaks,38.83,Mainstream,239.0,-4.6,,38.35,33.45,40.59,45.19,7.87,0.868,91.01,5.62,2.25
24015,0092076,Ventura,1,Thousand Oaks,38.91,Mainstream,288.0,20.83,,43.73,26.21,51.04,30.21,2.86,0.597,95.71,1.43,1.43
24171,0044006,Ventura,1,Unincorporated,39.22,Mainstream,194.0,15.98,,44.99,31.05,50.0,34.02,4.3,0.686,93.55,2.15,2.15
24254,0084004,Ventura,1,Simi Valley,39.25,Mainstream,286.0,-5.94,,36.43,34.31,38.11,44.06,8.91,0.939,87.13,8.91,0.0
23798,0092029,Ventura,1,Thousand Oaks,39.4,Mainstream,300.0,9.0,,41.37,35.21,47.33,38.33,7.14,0.847,91.43,3.57,3.57
24335,0084030,Ventura,1,Simi Valley,39.47,Mainstream,295.0,-2.71,,36.88,34.81,41.36,44.07,8.8,0.94,88.8,4.8,4.0
19149,7770030A,Los Angeles,0,Westlake Village,39.51,Mainstream,1299.0,10.24,,43.1,30.82,45.65,35.41,4.64,0.715,93.65,2.92,1.72
23791,0092023,Ventura,1,Thousand Oaks,39.68,Mainstream,390.0,0.77,,35.38,33.33,40.51,39.74,8.64,0.939,87.04,4.32,4.32
23866,0084098,Ventura,1,Simi Valley,39.83,Mainstream,244.0,-4.92,,39.79,30.87,38.93,43.85,5.5,0.773,92.31,2.2,3.3
23887,0092051,Ventura,1,Thousand Oaks,39.87,Mainstream,507.0,-3.16,,35.97,35.78,39.25,42.41,9.5,0.992,89.0,5.0,4.5
23789,0084068,Ventura,1,Simi Valley,40.0,Mainstream,340.0,-6.47,,37.08,32.38,38.82,45.29,7.2,0.871,90.4,4.0,3.2
23629,0092100,Ventura,1,Thousand Oaks,40.22,Mainstream,430.0,15.81,,43.08,31.97,50.93,35.12,4.67,0.74,93.46,2.8,1.87
24151,0044008,Ventura,1,Unincorporated,40.23,Mainstream,353.0,9.63,,43.26,26.84,44.48,34.84,2.44,0.619,96.95,1.22,1.22
24551,0092116,Ventura,1,Thousand Oaks,40.36,Mainstream,302.0,-6.95,,38.88,33.18,37.42,44.37,6.61,0.851,93.4,1.89,4.72
23796,0092027,Ventura,1,Thousand Oaks,40.48,Mainstream,427.0,-6.32,,36.51,35.7,37.0,43.33,8.8,0.974,89.94,5.03,3.77
24496,0039014,Ventura,1,Moorpark,40.53,Mainstream,319.0,5.96,,38.1,34.92,44.2,38.24,7.64,0.913,90.97,2.08,5.56
24499,0095006,Ventura,1,Unincorporated,40.59,Mainstream,325.0,5.54,,40.37,33.73,44.0,38.46,6.12,0.832,92.52,4.08,2.04
24534,0092111,Ventura,1,Thousand Oaks,40.62,Mainstream,249.0,4.82,,42.83,31.69,44.58,39.76,4.35,0.736,95.65,3.48,0.87
23985,0092040,Ventura,1,Thousand Oaks,40.66,Mainstream,457.0,3.94,,39.41,32.31,43.54,39.61,5.82,0.818,90.29,4.85,0.97
23986,0092043,Ventura,1,Thousand Oaks,40.74,Mainstream,389.0,13.62,,42.47,29.97,46.79,33.16,3.68,0.704,94.74,1.05,2.63
23652,0084078,Ventura,1,Simi Valley,40.85,Mainstream,197.0,6.09,,41.47,29.05,44.67,38.58,3.49,0.697,96.51,2.33,1.16
23924,0039024,Ventura,1,Moorpark,40.87,Mainstream,460.0,-5.65,,37.64,36.2,39.57,45.22,8.28,0.959,88.4,5.52,2.76
23905,0092062,Ventura,1,Thousand Oaks,40.96,Mainstream,380.0,-1.58,,37.92,28.78,39.47,41.05,4.52,0.757,94.19,1.29,3.23
23903,0092060,Ventura,1,Thousand Oaks,41.03,Mainstream,221.0,7.69,,40.39,31.39,43.44,35.75,4.76,0.772,94.29,3.81,0.95
23620,0092107,Ventura,1,Thousand Oaks,41.1,Mainstream,397.0,3.78,,38.14,33.13,43.32,39.55,6.43,0.866,92.98,4.68,1.75
23927,0092038,Ventura,1,Thousand Oaks,41.23,Mainstream,448.0,12.95,,45.8,28.46,48.44,35.49,1.84,0.62,96.77,0.92,0.92
23783,0084063,Ventura,1,Simi Valley,41.28,Mainstream,353.0,-1.98,,39.78,33.22,40.23,42.21,5.71,0.833,90.71,2.14,3.57
24361,0084013,Ventura,1,Simi Valley,41.48,Mainstream,297.0,5.05,,40.25,31.01,44.44,39.39,4.41,0.768,89.71,2.94,1.47
24317,0006908,Ventura,1,Camarillo,41.67,Mainstream,569.0,13.36,,44.76,35.17,48.33,34.97,4.57,0.783,94.74,2.46,2.11
24455,0039008,Ventura,1,Moorpark,41.69,Mainstream,274.0,-9.49,,34.98,35.49,37.96,47.45,8.7,1.01,89.13,4.35,4.35
23768,0092015,Ventura,1,Thousand Oaks,41.7,Mainstream,346.0,-3.18,,36.69,34.39,38.15,41.33,7.3,0.934,91.24,3.65,3.65
23765,0092014,Ventura,1,Thousand Oaks,41.73,Mainstream,274.0,-7.3,,35.44,36.78,35.77,43.07,9.09,1.032,88.89,4.04,5.05
23473,0007052,Ventura,1,Camarillo,41.78,Mainstream,286.0,1.4,,40.77,31.54,40.21,38.81,4.27,0.771,94.02,3.42,0.85
24398,0084021,Ventura,1,Simi Valley,41.81,Mainstream,305.0,-16.72,,34.51,40.08,34.75,51.48,11.32,1.157,83.96,3.77,7.55
24007,0092078,Ventura,1,Thousand Oaks,41.82,Mainstream,409.0,-3.42,,37.92,30.56,38.63,42.05,4.85,0.804,95.15,3.03,1.82
23633,0092104,Ventura,1,Thousand Oaks,41.88,Mainstream,435.0,4.83,,40.05,32.02,41.38,36.55,4.68,0.797,94.79,2.08,2.6
24379,0084028,Ventura,1,Simi Valley,41.88,Mainstream,110.0,21.82,,40.38,29.49,52.73,30.91,3.39,0.726,94.92,0.0,3.39
24014,0092073,Ventura,1,Thousand Oaks,42.12,Mainstream,502.0,-2.59,,39.75,34.04,39.24,41.83,5.58,0.854,92.89,2.03,3.55
24453,0039006,Ventura,1,Moorpark,42.14,Mainstream,325.0,4.0,,38.99,33.65,42.77,38.77,5.68,0.86,90.78,4.26,1.42
23993,0092096,Ventura,1,Thousand Oaks,42.18,Mainstream,344.0,9.59,,42.12,31.98,45.93,36.34,3.76,0.756,95.63,0.63,3.13
24354,0084014,Ventura,1,Simi Valley,42.23,Mainstream,189.0,-14.29,,34.37,32.74,35.45,49.74,7.25,0.949,89.86,1.45,5.8
23885,0092052,Ventura,1,Thousand Oaks,42.25,Mainstream,233.0,3.43,,40.3,33.22,45.06,41.63,4.9,0.821,92.16,4.9,0.0
23922,0039021,Ventura,1,Moorpark,42.34,Mainstream,407.0,5.41,,40.56,31.57,43.0,37.59,4.02,0.776,94.83,2.3,1.72
23794,0092025,Ventura,1,Thousand Oaks,42.38,Mainstream,335.0,-2.39,,33.76,32.23,35.82,38.21,7.2,0.951,91.2,4.0,3.2
24593,0092120,Ventura,1,Thousand Oaks,42.45,Mainstream,266.0,19.55,,42.61,23.94,48.5,28.95,0.0,0.56,99.21,0.0,0.0
23987,0092042,Ventura,1,Thousand Oaks,42.46,Mainstream,427.0,-2.81,,38.0,34.53,39.11,41.92,6.32,0.906,92.53,1.72,4.6
24474,0039019,Ventura,1,Moorpark,42.5,Mainstream,319.0,-10.66,,35.92,35.79,36.05,46.71,7.89,0.993,92.11,2.63,5.26
24021,0092081,Ventura,1,Thousand Oaks,42.55,Mainstream,322.0,14.91,,40.15,28.61,46.89,31.99,2.68,0.71,96.64,0.67,2.01
24585,0092127,Ventura,1,Thousand Oaks,42.61,Mainstream,235.0,3.4,,39.73,35.17,44.68,41.28,5.77,0.881,93.27,1.92,3.85
23803,0092021,Ventura,1,Thousand Oaks,42.79,Mainstream,523.0,-2.1,,38.27,32.96,38.81,40.92,5.26,0.859,94.26,2.39,2.87
23840,0092007,Ventura,1,Thousand Oaks,42.88,Mainstream,393.0,-5.6,,36.65,35.68,38.68,44.27,7.24,0.97,91.45,3.95,3.29
24321,0084037,Ventura,1,Simi Valley,42.98,Mainstream,366.0,-7.92,,36.48,33.55,36.07,43.99,6.21,0.917,92.25,3.88,2.33
23449,0084110,Ventura,1,Simi Valley,43.07,Mainstream,319.0,-27.9,,29.79,39.84,26.33,54.23,13.75,1.332,81.25,7.5,6.25
23644,0084072,Ventura,1,Simi Valley,43.08,Mainstream,276.0,-18.84,,30.35,40.05,32.25,51.09,13.42,1.314,86.59,10.98,2.44
23700,0084085,Ventura,1,Simi Valley,43.13,Mainstream,335.0,-6.87,,36.26,32.79,36.72,43.58,5.83,0.901,91.67,3.33,2.5
24509,0095009,Ventura,1,Unincorporated,43.14,Mainstream,379.0,-1.06,,39.89,33.6,41.69,42.74,4.69,0.84,91.28,2.01,2.68
24740,0007026,Ventura,1,Camarillo,43.23,Mainstream,157.0,-7.64,,38.39,36.73,38.22,45.86,6.67,0.951,90.0,5.0,1.67
23775,0084069,Ventura,1,Simi Valley,43.24,Mainstream,341.0,-1.17,,33.18,36.07,40.18,41.35,9.09,1.083,90.08,2.48,6.61
24381,0084027,Ventura,1,Simi Valley,43.33,Mainstream,294.0,-18.71,,34.48,37.07,32.31,51.02,8.82,1.072,89.22,6.86,1.96
24268,0084007,Ventura,1,Simi Valley,43.36,Mainstream,380.0,-15.0,,33.56,42.34,34.21,49.21,12.21,1.258,87.79,6.87,5.34
23971,0092046,Ventura,1,Thousand Oaks,43.52,Mainstream,229.0,9.17,,41.05,30.79,45.41,36.24,2.73,0.746,96.36,1.82,0.91
23868,0092055,Ventura,1,Thousand Oaks,43.59,Mainstream,326.0,2.76,,42.29,35.08,44.17,41.41,4.17,0.827,93.75,0.0,4.17
24257,0084003,Ventura,1,Simi Valley,43.68,Mainstream,195.0,-14.87,,34.44,35.56,34.36,49.23,7.81,1.028,92.19,7.81,0.0
23676,0006910,Ventura,1,Camarillo,43.69,Mainstream,570.0,16.67,,46.46,34.78,51.05,34.39,2.64,0.746,95.38,0.99,1.65
23869,0092058,Ventura,1,Thousand Oaks,43.72,Mainstream,467.0,0.86,,39.73,32.84,41.33,40.47,4.05,0.824,93.43,2.53,1.52
23666,0084071,Ventura,1,Simi Valley,43.75,Mainstream,258.0,-1.16,,39.27,32.18,39.15,40.31,3.88,0.816,95.15,0.0,3.88
23509,0084105,Ventura,1,Simi Valley,43.91,Mainstream,335.0,-1.19,,40.6,33.05,40.6,41.79,3.7,0.812,91.85,1.48,2.22
23938,0024001,Ventura,1,Unincorporated,44.05,Mainstream,211.0,10.43,,42.86,26.45,45.5,35.07,0.0,0.614,100.0,0.0,0.0
23439,0084113,Ventura,1,Simi Valley,44.19,Mainstream,224.0,2.68,,36.18,35.7,43.75,41.07,6.66,0.983,92.22,3.33,3.33
23974,0039037,Ventura,1,Moorpark,44.21,Mainstream,350.0,-2.0,,35.1,36.19,38.29,40.29,7.47,1.027,91.79,2.99,4.48
24545,0092115,Ventura,1,Thousand Oaks,44.24,Mainstream,223.0,-10.31,,35.01,37.02,34.53,44.84,7.89,1.051,90.79,5.26,2.63
24457,0039009,Ventura,1,Moorpark,44.37,Mainstream,311.0,2.25,,39.18,32.32,43.41,41.16,3.6,0.822,96.4,1.44,2.16
23707,0084089,Ventura,1,Simi Valley,44.44,Mainstream,342.0,2.92,,40.05,33.0,42.4,39.47,3.55,0.821,92.2,2.13,1.42
24347,0084041,Ventura,1,Simi Valley,44.54,Mainstream,292.0,-13.36,,34.91,38.06,34.59,47.95,8.34,1.086,88.54,3.13,5.21
23949,0024000,Ventura,1,Unincorporated,44.57,Mainstream,387.0,6.2,,38.61,33.04,44.19,37.98,4.05,0.853,92.49,2.89,1.16
24462,0039003,Ventura,1,Moorpark,44.6,Mainstream,247.0,1.62,,37.8,32.3,40.89,39.27,4.0,0.851,93.0,2.0,2.0
23670,0084070,Ventura,1,Simi Valley,44.69,Mainstream,298.0,-17.45,,36.98,36.25,33.22,50.67,6.25,0.977,91.67,2.08,4.17
24054,0014202,Ventura,1,Unincorporated,44.72,Mainstream,204.0,-3.92,,38.54,35.0,42.16,46.08,4.88,0.903,95.12,3.66,1.22
24018,0092088,Ventura,1,Thousand Oaks,44.76,Mainstream,562.0,2.49,,36.94,36.21,42.53,40.04,6.22,0.978,92.12,2.49,3.73
24000,0092090,Ventura,1,Thousand Oaks,44.78,Mainstream,300.0,9.0,,38.54,32.49,45.0,36.0,3.68,0.84,96.32,2.21,1.47
23728,0084059,Ventura,1,Simi Valley,44.88,Mainstream,415.0,-6.27,,33.33,38.19,38.31,44.58,9.15,1.142,87.8,4.88,4.27
23867,0092056,Ventura,1,Thousand Oaks,45.14,Mainstream,277.0,-1.81,,40.36,32.43,39.35,41.16,2.73,0.8,97.27,2.73,0.0
